year,countrycode,ctrycode,country,resid_y,resid_x1,resid_x2,region,post
1990,IRL,IRL,Ireland,1.6914974,-14.648886,,Europe & Central Asia,0
1995,IRL,IRL,Ireland,4.3869877,13.831484,,Europe & Central Asia,0
2000,IRL,IRL,Ireland,.7488724,16.010876,.01203924,Europe & Central Asia,0
2005,IRL,IRL,Ireland,-3.0296507,66.12236,-.00016999147,Europe & Central Asia,0
2010,IRL,IRL,Ireland,-.14401913,19.241949,.0013109887,Europe & Central Asia,1
2015,IRL,IRL,Ireland,6.1977983,-41.00148,-.013180237,Europe & Central Asia,1
2020,IRL,IRL,Ireland,3.6966517,-61.551018,,Europe & Central Asia,1
1960,ISL,ISL,Iceland,.71858537,4.5347738,,Europe & Central Asia,0
1965,ISL,ISL,Iceland,-3.7208874,-7.4821925,,Europe & Central Asia,0
1970,ISL,ISL,Iceland,1.6904496,-19.221663,,Europe & Central Asia,0
1977,ISL,ISL,Iceland,.83596301,-29.473234,,Europe & Central Asia,0
1980,ISL,ISL,Iceland,1.0067204,-27.069363,,Europe & Central Asia,0
1985,ISL,ISL,Iceland,.07443215,-28.939291,,Europe & Central Asia,0
1990,ISL,ISL,Iceland,-.86236435,-32.630745,,Europe & Central Asia,0
1995,ISL,ISL,Iceland,.76395977,-22.382437,,Europe & Central Asia,0
2000,ISL,ISL,Iceland,.11035242,28.718321,.011804042,Europe & Central Asia,0
2005,ISL,ISL,Iceland,-.0053040325,129.25575,.0095209973,Europe & Central Asia,0
2010,ISL,ISL,Iceland,-.80397588,18.247734,-.021325039,Europe & Central Asia,1
2015,ISL,ISL,Iceland,.53984267,-10.270933,,Europe & Central Asia,1
2020,ISL,ISL,Iceland,-.34777352,-3.2867181,,Europe & Central Asia,1
1960,ISR,ISR,Israel,1.0289768,3.3444653,,Middle East & North Africa,0
1965,ISR,ISR,Israel,.37984985,5.3846555,,Middle East & North Africa,0
1970,ISR,ISR,Israel,.35627672,,,Middle East & North Africa,0
1977,ISR,ISR,Israel,-2.7066126,,,Middle East & North Africa,0
1980,ISR,ISR,Israel,-.24587913,,,Middle East & North Africa,0
1985,ISR,ISR,Israel,-.77943933,,,Middle East & North Africa,0
1990,ISR,ISR,Israel,2.4046774,,,Middle East & North Africa,0
1995,ISR,ISR,Israel,-.52323085,8.2768211,,Middle East & North Africa,0
2000,ISR,ISR,Israel,-2.0193329,15.036672,,Middle East & North Africa,0
2005,ISR,ISR,Israel,.38264152,5.2493587,,Middle East & North Africa,0
2010,ISR,ISR,Israel,.80793124,-7.2433634,,Middle East & North Africa,1
2015,ISR,ISR,Israel,-.16590631,-13.638884,,Middle East & North Africa,1
2020,ISR,ISR,Israel,1.0800478,-16.409725,,Middle East & North Africa,1
1960,ITA,ITA,Italy,.89079726,27.527822,,Europe & Central Asia,0
1965,ITA,ITA,Italy,.81200045,27.871719,,Europe & Central Asia,0
1970,ITA,ITA,Italy,-.020133654,28.506451,,Europe & Central Asia,0
1977,ITA,ITA,Italy,-.073012181,16.168066,,Europe & Central Asia,0
1980,ITA,ITA,Italy,1.4976834,-1.0059577,,Europe & Central Asia,0
1985,ITA,ITA,Italy,1.2332839,-9.0671387,,Europe & Central Asia,0
1990,ITA,ITA,Italy,1.2910917,-11.794218,-.000051972151,Europe & Central Asia,0
1995,ITA,ITA,Italy,-.017523728,-19.374718,-.0019040921,Europe & Central Asia,0
2000,ITA,ITA,Italy,-.895859,-14.240993,.00079615542,Europe & Central Asia,0
2005,ITA,ITA,Italy,-1.9495941,-15.016603,-.0038310045,Europe & Central Asia,0
2010,ITA,ITA,Italy,-2.4241145,-1.0184512,.00038357478,Europe & Central Asia,1
2015,ITA,ITA,Italy,-.60436237,-10.988857,.0046073385,Europe & Central Asia,1
2020,ITA,ITA,Italy,.25974303,-17.567125,,Europe & Central Asia,1
1960,JPN,JPN,Japan,3.3914196,-5.5405426,,East Asia & Pacific,0
1965,JPN,JPN,Japan,3.8285365,-3.3193266,,East Asia & Pacific,0
1970,JPN,JPN,Japan,-2.5978613,20.106749,,East Asia & Pacific,0
1977,JPN,JPN,Japan,-.60268295,17.021782,,East Asia & Pacific,0
1980,JPN,JPN,Japan,1.7009026,20.53026,,East Asia & Pacific,0
1985,JPN,JPN,Japan,1.588878,41.698021,,East Asia & Pacific,0
1990,JPN,JPN,Japan,1.1971122,51.417946,,East Asia & Pacific,0
1995,JPN,JPN,Japan,-1.7818809,53.419514,,East Asia & Pacific,0
2000,JPN,JPN,Japan,-1.7663009,-17.146151,,East Asia & Pacific,0
2005,JPN,JPN,Japan,-2.2414756,-54.420589,,East Asia & Pacific,0
2010,JPN,JPN,Japan,-.28670204,-48.629177,,East Asia & Pacific,1
2015,JPN,JPN,Japan,-1.3837235,-41.661484,,East Asia & Pacific,1
2020,JPN,JPN,Japan,-1.046222,-33.476997,,East Asia & Pacific,1
1960,KNA,KNA,St. Kitts and Nevis,,,,Latin America & Caribbean,0
1965,KNA,KNA,St. Kitts and Nevis,,,,Latin America & Caribbean,0
1970,KNA,KNA,St. Kitts and Nevis,,,,Latin America & Caribbean,0
1977,KNA,KNA,St. Kitts and Nevis,-.39223713,14.840487,,Latin America & Caribbean,0
1980,KNA,KNA,St. Kitts and Nevis,1.0143435,11.077625,,Latin America & Caribbean,0
1985,KNA,KNA,St. Kitts and Nevis,3.8442082,3.5633335,,Latin America & Caribbean,0
1990,KNA,KNA,St. Kitts and Nevis,1.1480843,12.397951,,Latin America & Caribbean,0
1995,KNA,KNA,St. Kitts and Nevis,-1.3621159,13.868515,,Latin America & Caribbean,0
2000,KNA,KNA,St. Kitts and Nevis,-1.6632558,5.6096082,,Latin America & Caribbean,0
2005,KNA,KNA,St. Kitts and Nevis,1.2170436,-14.209986,,Latin America & Caribbean,0
2010,KNA,KNA,St. Kitts and Nevis,-.0099473819,-11.535195,,Latin America & Caribbean,1
2015,KNA,KNA,St. Kitts and Nevis,-.91686732,-17.985687,,Latin America & Caribbean,1
2020,KNA,KNA,,-2.879256,-17.626652,,Latin America & Caribbean,1
1960,KOR,KOR,"Korea, Rep.",-6.0466814,-12.621644,,East Asia & Pacific,0
1965,KOR,KOR,"Korea, Rep.",-2.037843,-7.5566764,,East Asia & Pacific,0
1970,KOR,KOR,"Korea, Rep.",-1.7083782,.099565893,,East Asia & Pacific,0
1977,KOR,KOR,"Korea, Rep.",.85549265,-9.0583878,,East Asia & Pacific,0
1980,KOR,KOR,"Korea, Rep.",.78226048,-5.6921239,,East Asia & Pacific,0
1985,KOR,KOR,"Korea, Rep.",2.8277318,-12.257846,,East Asia & Pacific,0
1990,KOR,KOR,"Korea, Rep.",4.210721,-21.241394,,East Asia & Pacific,0
1995,KOR,KOR,"Korea, Rep.",.36671504,-20.196995,,East Asia & Pacific,0
2000,KOR,KOR,Korea,.7130059,-5.8949833,.014405883,East Asia & Pacific,0
2005,KOR,KOR,Korea,.31553939,-12.578151,.0071729012,East Asia & Pacific,0
2010,KOR,KOR,Korea,.48539847,5.7973037,-.0073620961,East Asia & Pacific,1
2015,KOR,KOR,Korea,-.56393951,40.857033,-.014216688,East Asia & Pacific,1
2020,KOR,KOR,Korea,-.20002276,60.344303,,East Asia & Pacific,1
1960,KWT,KWT,Kuwait,,,,Middle East & North Africa,0
1965,KWT,KWT,Kuwait,,,,Middle East & North Africa,0
1970,KWT,KWT,Kuwait,-5.983171,-14.929323,,Middle East & North Africa,0
1977,KWT,KWT,Kuwait,-2.7934847,2.1254234,,Middle East & North Africa,0
1980,KWT,KWT,Kuwait,-8.6335793,27.943867,,Middle East & North Africa,0
1985,KWT,KWT,Kuwait,1.5942707,42.790447,,Middle East & North Africa,0
1990,KWT,KWT,Kuwait,14.573936,-44.10688,,Middle East & North Africa,0
1995,KWT,KWT,Kuwait,.35513097,-11.529873,,Middle East & North Africa,0
2000,KWT,KWT,Kuwait,4.8283353,-5.1773624,,Middle East & North Africa,0
2005,KWT,KWT,Kuwait,.76889527,-14.055305,,Middle East & North Africa,0
2010,KWT,KWT,Kuwait,-1.0071851,-8.4502888,,Middle East & North Africa,1
2015,KWT,KWT,Kuwait,-2.366689,25.389297,,Middle East & North Africa,1
2020,KWT,KWT,Kuwait,-1.3364601,,,Middle East & North Africa,1
1960,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
1965,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
1970,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
1977,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
1980,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
1985,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
1990,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
1995,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
2000,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
2005,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,0
2010,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,1
2015,LIE,LIE,Liechtenstein,,,,Europe & Central Asia,1
2020,LIE,LIE,,,,,Europe & Central Asia,1
1960,LTU,LTU,Lithuania,,,,Europe & Central Asia,0
1965,LTU,LTU,Lithuania,,,,Europe & Central Asia,0
1970,LTU,LTU,Lithuania,,,,Europe & Central Asia,0
1977,LTU,LTU,Lithuania,,,,Europe & Central Asia,0
1980,LTU,LTU,Lithuania,,,,Europe & Central Asia,0
1985,LTU,LTU,Lithuania,,,,Europe & Central Asia,0
1990,LTU,LTU,Lithuania,-13.778674,,,Europe & Central Asia,0
1995,LTU,LTU,Lithuania,1.0181687,-4.0906305,,Europe & Central Asia,0
2000,LTU,LTU,Lithuania,3.427726,-3.4807794,.010613859,Europe & Central Asia,0
2005,LTU,LTU,Lithuania,2.0560646,9.8108253,-.017714597,Europe & Central Asia,0
2010,LTU,LTU,Lithuania,3.3465147,4.1420569,-.00016037423,Europe & Central Asia,1
2015,LTU,LTU,Lithuania,3.0801191,-.22749153,.0072611119,Europe & Central Asia,1
2020,LTU,LTU,Lithuania,.85008103,-6.1539812,,Europe & Central Asia,1
1960,LUX,LUX,Luxembourg,-.89671719,.68137926,,Europe & Central Asia,0
1965,LUX,LUX,Luxembourg,-2.045907,-2.0360422,,Europe & Central Asia,0
1970,LUX,LUX,Luxembourg,-.91898817,-6.4155841,,Europe & Central Asia,0
1977,LUX,LUX,Luxembourg,-3.2951915,7.416584,,Europe & Central Asia,0
1980,LUX,LUX,Luxembourg,.92912489,26.74375,,Europe & Central Asia,0
1985,LUX,LUX,Luxembourg,3.6241112,18.239677,,Europe & Central Asia,0
1990,LUX,LUX,Luxembourg,3.2918377,20.51391,-.0049926429,Europe & Central Asia,0
1995,LUX,LUX,Luxembourg,1.1633064,1.0661143,-.0015735031,Europe & Central Asia,0
2000,LUX,LUX,Luxembourg,.66182089,-19.901995,-.0022703714,Europe & Central Asia,0
2005,LUX,LUX,Luxembourg,.15917617,-20.050266,.0064168824,Europe & Central Asia,0
2010,LUX,LUX,Luxembourg,-.66840959,-18.643936,-.0090738395,Europe & Central Asia,1
2015,LUX,LUX,Luxembourg,-1.0491201,-.5250234,.011493475,Europe & Central Asia,1
2020,LUX,LUX,Luxembourg,-.95504367,-7.0885687,,Europe & Central Asia,1
1960,LVA,LVA,Latvia,,,,Europe & Central Asia,0
1965,LVA,LVA,Latvia,,,,Europe & Central Asia,0
1970,LVA,LVA,Latvia,,,,Europe & Central Asia,0
1977,LVA,LVA,Latvia,,,,Europe & Central Asia,0
1980,LVA,LVA,Latvia,,,,Europe & Central Asia,0
1985,LVA,LVA,Latvia,,,,Europe & Central Asia,0
1990,LVA,LVA,Latvia,-11.603363,,,Europe & Central Asia,0
1995,LVA,LVA,Latvia,.60796958,-14.409489,-.011377461,Europe & Central Asia,0
2000,LVA,LVA,Latvia,4.382226,1.466888,-.017007127,Europe & Central Asia,0
2005,LVA,LVA,Latvia,2.2134316,25.825991,-.0016197327,Europe & Central Asia,0
2010,LVA,LVA,Latvia,1.5414919,17.196594,.016544677,Europe & Central Asia,1
2015,LVA,LVA,Latvia,1.7615491,-7.9028196,.013459644,Europe & Central Asia,1
2020,LVA,LVA,Latvia,1.0966945,-22.177166,,Europe & Central Asia,1
1960,MAC,MAC,"Macao SAR, China",,,,East Asia & Pacific,0
1965,MAC,MAC,"Macao SAR, China",,,,East Asia & Pacific,0
1970,MAC,MAC,"Macao SAR, China",,,,East Asia & Pacific,0
1977,MAC,MAC,"Macao SAR, China",,,,East Asia & Pacific,0
1980,MAC,MAC,"Macao SAR, China",,,,East Asia & Pacific,0
1985,MAC,MAC,"Macao SAR, China",-1.2417215,-7.0214992,,East Asia & Pacific,0
1990,MAC,MAC,"Macao SAR, China",-.032306705,-5.8447895,,East Asia & Pacific,0
1995,MAC,MAC,"Macao SAR, China",-7.125381,-6.0263424,,East Asia & Pacific,0
2000,MAC,MAC,"Macao, China",4.2731109,-31.412621,,East Asia & Pacific,0
2005,MAC,MAC,"Macao, China",1.2706054,-54.238567,,East Asia & Pacific,0
2010,MAC,MAC,"Macao, China",7.2130432,-45.245056,,East Asia & Pacific,1
2015,MAC,MAC,"Macao, China",-6.2268953,5.4580121,,East Asia & Pacific,1
2020,MAC,MAC,"Macao, China",1.8695452,144.33086,,East Asia & Pacific,1
1960,MCO,MCO,Monaco,,,,Europe & Central Asia,0
1965,MCO,MCO,Monaco,,,,Europe & Central Asia,0
1970,MCO,MCO,Monaco,-.43545744,,,Europe & Central Asia,0
1977,MCO,MCO,Monaco,-1.938006,,,Europe & Central Asia,0
1980,MCO,MCO,Monaco,-.42861444,,,Europe & Central Asia,0
1985,MCO,MCO,Monaco,-.97953802,,,Europe & Central Asia,0
1990,MCO,MCO,Monaco,-.30220601,,,Europe & Central Asia,0
1995,MCO,MCO,Monaco,-1.1808337,,,Europe & Central Asia,0
2000,MCO,MCO,Monaco,-.98097056,,,Europe & Central Asia,0
2005,MCO,MCO,Monaco,.48514324,,,Europe & Central Asia,0
2010,MCO,MCO,Monaco,1.1720672,,,Europe & Central Asia,1
2015,MCO,MCO,Monaco,.45017648,,,Europe & Central Asia,1
2020,MCO,MCO,,4.1382394,,,Europe & Central Asia,1
1960,MLT,MLT,Malta,,,,Middle East & North Africa,0
1965,MLT,MLT,Malta,,,,Middle East & North Africa,0
1970,MLT,MLT,Malta,-3.3389773,5.7057991,,Middle East & North Africa,0
1977,MLT,MLT,Malta,6.4256902,-21.389219,,Middle East & North Africa,0
1980,MLT,MLT,Malta,-2.2367775,-18.801237,,Middle East & North Africa,0
1985,MLT,MLT,Malta,-1.482143,-3.1868968,,Middle East & North Africa,0
1990,MLT,MLT,Malta,.85983801,12.234328,,Middle East & North Africa,0
1995,MLT,MLT,Malta,-.67639214,18.527065,,Middle East & North Africa,0
2000,MLT,MLT,Malta,-.28008029,20.259874,,Middle East & North Africa,0
2005,MLT,MLT,Malta,-1.3911378,11.240872,-.001049809,Middle East & North Africa,0
2010,MLT,MLT,Malta,.58414412,9.7799711,.0029829044,Middle East & North Africa,1
2015,MLT,MLT,Malta,1.0471599,-13.616321,-.0019330954,Middle East & North Africa,1
2020,MLT,MLT,Malta,.48867604,-20.754238,,Middle East & North Africa,1
1960,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
1965,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
1970,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
1977,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
1980,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
1985,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
1990,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
1995,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
2000,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
2005,NCL,NCL,New Caledonia,,,,East Asia & Pacific,0
2010,NCL,NCL,New Caledonia,,,,East Asia & Pacific,1
2015,NCL,NCL,New Caledonia,0,,,East Asia & Pacific,1
2020,NCL,NCL,New Caledonia,,,,East Asia & Pacific,1
1960,NLD,NLD,Netherlands,-.41486919,-13.178331,,Europe & Central Asia,0
1965,NLD,NLD,Netherlands,.63021606,-13.911671,,Europe & Central Asia,0
1970,NLD,NLD,Netherlands,-.49122769,-16.802855,,Europe & Central Asia,0
1977,NLD,NLD,Netherlands,-1.3816431,-7.6103096,,Europe & Central Asia,0
1980,NLD,NLD,Netherlands,-.059399094,-2.6750886,,Europe & Central Asia,0
1985,NLD,NLD,Netherlands,.11555594,-2.044374,,Europe & Central Asia,0
1990,NLD,NLD,Netherlands,1.6634805,.83257639,.0038663035,Europe & Central Asia,0
1995,NLD,NLD,Netherlands,1.2987759,10.446481,.0016469618,Europe & Central Asia,0
2000,NLD,NLD,Netherlands,-1.0946496,23.752258,.010708355,Europe & Central Asia,0
2005,NLD,NLD,Netherlands,.19684657,9.4587278,.0026656478,Europe & Central Asia,0
2010,NLD,NLD,Netherlands,-.83067554,10.968861,-.024572806,Europe & Central Asia,1
2015,NLD,NLD,Netherlands,.1891996,8.4128389,.0056855381,Europe & Central Asia,1
2020,NLD,NLD,Netherlands,.17838944,-7.6491137,,Europe & Central Asia,1
1960,NOR,NOR,Norway,-.64457518,3.352397,,Europe & Central Asia,0
1965,NOR,NOR,Norway,-1.0092696,-2.890126,,Europe & Central Asia,0
1970,NOR,NOR,Norway,-1.1868322,-9.3191023,,Europe & Central Asia,0
1977,NOR,NOR,Norway,.76925051,-16.342827,,Europe & Central Asia,0
1980,NOR,NOR,Norway,2.2977836,-20.509031,,Europe & Central Asia,0
1985,NOR,NOR,Norway,-.26791185,-3.5792975,,Europe & Central Asia,0
1990,NOR,NOR,Norway,2.5191681,-12.363904,,Europe & Central Asia,0
1995,NOR,NOR,Norway,1.0829744,-11.167705,,Europe & Central Asia,0
2000,NOR,NOR,Norway,-.54454082,-6.3220706,.013070994,Europe & Central Asia,0
2005,NOR,NOR,Norway,-.71069771,.23382691,.0075110923,Europe & Central Asia,0
2010,NOR,NOR,Norway,-.97341895,14.704506,-.0042438074,Europe & Central Asia,1
2015,NOR,NOR,Norway,-1.0126224,31.567837,-.016338279,Europe & Central Asia,1
2020,NOR,NOR,Norway,-.31930792,32.635498,,Europe & Central Asia,1
1960,NRU,NRU,Nauru,,,,East Asia & Pacific,0
1965,NRU,NRU,Nauru,,,,East Asia & Pacific,0
1970,NRU,NRU,Nauru,5.868402,,,East Asia & Pacific,0
1977,NRU,NRU,Nauru,1.2902933,,,East Asia & Pacific,0
1980,NRU,NRU,Nauru,1.5760264,,,East Asia & Pacific,0
1985,NRU,NRU,Nauru,-1.0493001,,,East Asia & Pacific,0
1990,NRU,NRU,Nauru,-7.7496195,,,East Asia & Pacific,0
1995,NRU,NRU,Nauru,-8.4115639,,,East Asia & Pacific,0
2000,NRU,NRU,Nauru,-5.862009,,,East Asia & Pacific,0
2005,NRU,NRU,Nauru,.20958288,,,East Asia & Pacific,0
2010,NRU,NRU,Nauru,10.034061,,,East Asia & Pacific,1
2015,NRU,NRU,Nauru,.50013298,,,East Asia & Pacific,1
2020,NRU,NRU,,3.5939937,,,East Asia & Pacific,1
1960,NZL,NZL,New Zealand,.097977512,-25.191605,,East Asia & Pacific,0
1965,NZL,NZL,New Zealand,-.56208199,-33.58223,,East Asia & Pacific,0
1970,NZL,NZL,New Zealand,-.69217926,-37.618263,,East Asia & Pacific,0
1977,NZL,NZL,New Zealand,-3.3553834,-40.649124,,East Asia & Pacific,0
1980,NZL,NZL,New Zealand,2.4812005,-42.87619,,East Asia & Pacific,0
1985,NZL,NZL,New Zealand,-.93070823,-25.453657,,East Asia & Pacific,0
1990,NZL,NZL,New Zealand,.85548735,5.0661707,,East Asia & Pacific,0
1995,NZL,NZL,New Zealand,.37270582,19.582724,,East Asia & Pacific,0
2000,NZL,NZL,New Zealand,.60404241,23.559967,,East Asia & Pacific,0
2005,NZL,NZL,New Zealand,-.082492843,31.916052,,East Asia & Pacific,0
2010,NZL,NZL,New Zealand,.69225985,39.849388,,East Asia & Pacific,1
2015,NZL,NZL,New Zealand,.22731604,47.245518,,East Asia & Pacific,1
2020,NZL,NZL,New Zealand,.29185623,38.151249,,East Asia & Pacific,1
1960,PAN,PAN,Panama,-.083651669,-6.7499037,,Latin America & Caribbean,0
1965,PAN,PAN,Panama,-.044681307,-6.322463,,Latin America & Caribbean,0
1970,PAN,PAN,Panama,-2.0938828,6.3096557,,Latin America & Caribbean,0
1977,PAN,PAN,Panama,-3.0207629,11.729049,,Latin America & Caribbean,0
1980,PAN,PAN,Panama,1.4349645,2.5720415,,Latin America & Caribbean,0
1985,PAN,PAN,Panama,-6.3560629,-7.0765882,-.0022310121,Latin America & Caribbean,0
1990,PAN,PAN,Panama,2.9573817,-9.1170721,.0040054233,Latin America & Caribbean,0
1995,PAN,PAN,Panama,-2.1273596,12.754318,.004183935,Latin America & Caribbean,0
2000,PAN,PAN,Panama,-1.6125991,17.045015,-.0041212253,Latin America & Caribbean,0
2005,PAN,PAN,Panama,4.2843227,-7.2188001,-.0024826701,Latin America & Caribbean,0
2010,PAN,PAN,Panama,3.9929936,-11.359691,.00071165874,Latin America & Caribbean,1
2015,PAN,PAN,Panama,1.0988321,-3.0439162,-.000066109511,Latin America & Caribbean,1
2020,PAN,PAN,Panama,1.5705054,.4783549,,Latin America & Caribbean,1
1960,POL,POL,Poland,,,,Europe & Central Asia,0
1965,POL,POL,Poland,,,,Europe & Central Asia,0
1970,POL,POL,Poland,,,,Europe & Central Asia,0
1977,POL,POL,Poland,,,,Europe & Central Asia,0
1980,POL,POL,Poland,,,,Europe & Central Asia,0
1985,POL,POL,Poland,,,,Europe & Central Asia,0
1990,POL,POL,Poland,-2.33869,2.8721735,,Europe & Central Asia,0
1995,POL,POL,Poland,.64120072,-.25925565,-.010989369,Europe & Central Asia,0
2000,POL,POL,Poland,-1.5355655,-.19059587,-.0043348568,Europe & Central Asia,0
2005,POL,POL,Poland,1.0425191,-6.3567328,.0083882585,Europe & Central Asia,0
2010,POL,POL,Poland,-.28269321,3.7277784,.0035554196,Europe & Central Asia,1
2015,POL,POL,Poland,1.331978,6.9542217,.003380548,Europe & Central Asia,1
2020,POL,POL,Poland,1.141251,-6.7475891,,Europe & Central Asia,1
1960,PRI,PRI,Puerto Rico,.6459595,,,Latin America & Caribbean,0
1965,PRI,PRI,Puerto Rico,1.4381509,,,Latin America & Caribbean,0
1970,PRI,PRI,Puerto Rico,-.4397001,,.017406,Latin America & Caribbean,0
1977,PRI,PRI,Puerto Rico,.06194254,,,Latin America & Caribbean,0
1980,PRI,PRI,Puerto Rico,-.41031057,,.0059658461,Latin America & Caribbean,0
1985,PRI,PRI,Puerto Rico,1.0535851,,,Latin America & Caribbean,0
1990,PRI,PRI,Puerto Rico,1.1619828,,.0087194843,Latin America & Caribbean,0
1995,PRI,PRI,Puerto Rico,1.1898959,,,Latin America & Caribbean,0
2000,PRI,PRI,Puerto Rico,1.1571532,,-.016069794,Latin America & Caribbean,0
2005,PRI,PRI,Puerto Rico,-2.3542836,,-.016021537,Latin America & Caribbean,0
2010,PRI,PRI,Puerto Rico,-.76484686,,,Latin America & Caribbean,1
2015,PRI,PRI,Puerto Rico,-1.4061532,,,Latin America & Caribbean,1
2020,PRI,PRI,Puerto Rico,-1.3333755,,,Latin America & Caribbean,1
1960,PRT,PRT,Portugal,.20833631,-3.0750182,,Europe & Central Asia,0
1965,PRT,PRT,Portugal,1.3232094,-5.1767097,,Europe & Central Asia,0
1970,PRT,PRT,Portugal,2.2093847,-1.5174786,,Europe & Central Asia,0
1977,PRT,PRT,Portugal,-2.5157168,3.8230832,,Europe & Central Asia,0
1980,PRT,PRT,Portugal,-.55544913,2.7564747,,Europe & Central Asia,0
1985,PRT,PRT,Portugal,2.3706245,-21.470886,,Europe & Central Asia,0
1990,PRT,PRT,Portugal,1.1797284,-32.029675,,Europe & Central Asia,0
1995,PRT,PRT,Portugal,1.0936494,-13.916853,,Europe & Central Asia,0
2000,PRT,PRT,Portugal,-1.7335461,24.842314,-.003345171,Europe & Central Asia,0
2005,PRT,PRT,Portugal,-1.2758031,29.973581,-.0036853703,Europe & Central Asia,0
2010,PRT,PRT,Portugal,-2.2246168,35.111824,-.0019192555,Europe & Central Asia,1
2015,PRT,PRT,Portugal,.49705005,-4.7596345,.0089497967,Europe & Central Asia,1
2020,PRT,PRT,Portugal,-.57685071,-14.561023,,Europe & Central Asia,1
1960,PYF,PYF,French Polynesia,,,,East Asia & Pacific,0
1965,PYF,PYF,French Polynesia,.16476788,,,East Asia & Pacific,0
1970,PYF,PYF,French Polynesia,2.3483648,,,East Asia & Pacific,0
1977,PYF,PYF,French Polynesia,.51251513,,,East Asia & Pacific,0
1980,PYF,PYF,French Polynesia,1.2796434,,,East Asia & Pacific,0
1985,PYF,PYF,French Polynesia,.20697458,,,East Asia & Pacific,0
1990,PYF,PYF,French Polynesia,.22305784,,,East Asia & Pacific,0
1995,PYF,PYF,French Polynesia,-1.4560012,,,East Asia & Pacific,0
2000,PYF,PYF,French Polynesia,-1.1125184,,,East Asia & Pacific,0
2005,PYF,PYF,French Polynesia,-1.2250334,,,East Asia & Pacific,0
2010,PYF,PYF,French Polynesia,-1.8904328,,,East Asia & Pacific,1
2015,PYF,PYF,French Polynesia,1.4802958,,,East Asia & Pacific,1
2020,PYF,PYF,,-.53163368,,,East Asia & Pacific,1
1960,QAT,QAT,Qatar,,,,Middle East & North Africa,0
1965,QAT,QAT,Qatar,,,,Middle East & North Africa,0
1970,QAT,QAT,Qatar,-1.8638381,2.9265654,,Middle East & North Africa,0
1977,QAT,QAT,Qatar,-3.6944544,-.35400555,,Middle East & North Africa,0
1980,QAT,QAT,Qatar,-4.5123224,-6.2888308,,Middle East & North Africa,0
1985,QAT,QAT,Qatar,-1.7430594,4.7463007,,Middle East & North Africa,0
1990,QAT,QAT,Qatar,.56914276,.65688062,,Middle East & North Africa,0
1995,QAT,QAT,Qatar,4.7811127,-13.263706,,Middle East & North Africa,0
2000,QAT,QAT,Qatar,2.4782541,-22.207487,,Middle East & North Africa,0
2005,QAT,QAT,Qatar,.5693289,-.024450738,,Middle East & North Africa,0
2010,QAT,QAT,Qatar,4.5065036,-26.609297,,Middle East & North Africa,1
2015,QAT,QAT,Qatar,-2.3699405,13.530586,,Middle East & North Africa,1
2020,QAT,QAT,Qatar,1.2792728,46.887444,,Middle East & North Africa,1
1960,ROU,ROU,Romania,,,,Europe & Central Asia,0
1965,ROU,ROU,Romania,,,,Europe & Central Asia,0
1970,ROU,ROU,Romania,,,,Europe & Central Asia,0
1977,ROU,ROU,Romania,,,,Europe & Central Asia,0
1980,ROU,ROU,Romania,,,,Europe & Central Asia,0
1985,ROU,ROU,Romania,,,,Europe & Central Asia,0
1990,ROU,ROU,Romania,-5.1042423,67.38102,,Europe & Central Asia,0
1995,ROU,ROU,Romania,-3.2331567,-6.7577085,,Europe & Central Asia,0
2000,ROU,ROU,Romania,1.6873523,-10.961961,-.014312083,Europe & Central Asia,0
2005,ROU,ROU,Romania,3.2109358,-11.837174,.015203129,Europe & Central Asia,0
2010,ROU,ROU,Romania,-.55298316,-4.8386064,.00074257294,Europe & Central Asia,1
2015,ROU,ROU,Romania,2.9247663,-12.639189,-.0016336186,Europe & Central Asia,1
2020,ROU,ROU,Romania,1.067328,-20.34638,,Europe & Central Asia,1
1960,SAU,SAU,Saudi Arabia,4.1619501,,,Middle East & North Africa,0
1965,SAU,SAU,Saudi Arabia,2.3847446,11.424707,,Middle East & North Africa,0
1970,SAU,SAU,Saudi Arabia,17.947689,2.8956268,,Middle East & North Africa,0
1977,SAU,SAU,Saudi Arabia,-.012465654,-1.144981,,Middle East & North Africa,0
